,quality,article_length,num_wikilinks,num_external_links,num_images,info_noise,num_refs,num_headings
1957 in fine arts of the Soviet Union,2.0,70,300,3,8,0.5714285714285714,7,7
1982 Paris–Roubaix,2.0,45,134,2,1,0.5555555555555556,0,2
Nikhil Chinapa,2.0,334,90,13,2,0.45808383233532934,5,8
Comparison of analog and digital recording,2.0,6959,384,49,4,0.18005460554677397,3,37
Fairford,2.0,1188,134,26,6,0.4090909090909091,11,14
George Lewis Becke,2.0,868,109,30,1,0.402073732718894,10,9
Mack Miller,2.0,170,33,8,0,0.4470588235294118,8,2
1939 Australian Stock Car Road Championship,2.0,95,64,7,2,0.5368421052631579,12,2
Kuznetsov NK-25,1.0,77,32,5,2,0.4805194805194805,0,1
"Alipur, Bihar",1.0,216,41,6,3,0.38425925925925924,0,6
1992–93 TBHSL season,1.0,33,32,2,0,0.42424242424242425,0,2
Michael DiCandilo,1.0,61,12,6,1,0.5737704918032787,1,2
Engine Company 6 Fire Station,1.0,89,95,7,2,0.5730337078651685,2,2
(S)-hydroxynitrile lyase,1.0,293,101,54,0,0.4300341296928328,19,5
Ablakon,1.0,11,16,5,1,0.7272727272727273,0,5
Liberal Egyptian Party,1.0,204,73,5,3,0.43137254901960786,1,3
13 Dita,1.0,18,15,2,2,0.7222222222222222,0,1
Iksan National Baseball Training Stadium,1.0,15,60,4,3,0.5333333333333333,0,0
1909–10 in English football,1.0,99,219,3,0,0.494949494949495,1,9
Al Madeena Islamic complex,1.0,88,49,6,1,0.6477272727272727,2,6
1887 New York Giants season,1.0,131,333,7,1,0.37404580152671757,0,12
Bath (volume),1.0,2639,347,19,1,0.2792724516862448,21,18
"Renton v. Playtime Theatres, Inc.",1.0,75,281,7,3,0.6,0,2
Anointed One (Buffy the Vampire Slayer),1.0,396,95,4,3,0.3560606060606061,0,2
Hector Barreto,1.0,160,13,6,2,0.45625,0,1
General Intelligence Office,1.0,49,13,5,1,0.6530612244897959,2,2
Oman at the 2012 Summer Paralympics,1.0,18,205,6,0,0.7222222222222222,5,5
Detachment (territory),1.0,250,39,10,0,0.392,5,5
Thylane Blondeau,1.0,110,20,8,0,0.4636363636363636,5,3
Syrras,1.0,575,77,4,0,0.38782608695652177,15,8
Escondido High School,1.0,341,66,14,2,0.3782991202346041,7,11
1889 Wimbledon Championships – Ladies' Singles,1.0,42,156,1,0,0.6428571428571429,2,5
34 Canadian Brigade Group,1.0,28,97,5,1,0.6071428571428571,1,3
Amai Anata no Aji,1.0,42,57,4,1,0.6428571428571429,0,3
Michael O'Neill (footballer),1.0,653,205,21,0,0.3874425727411945,17,13
Chris Stringer (footballer),1.0,105,8,3,2,0.5333333333333333,0,1
Bunting v. Oregon,1.0,311,49,5,2,0.39228295819935693,3,6
Fatlips Castle,1.0,278,32,7,3,0.5,4,1
Acoustic Garden,1.0,42,32,4,1,0.5476190476190477,3,6
Nirbīja,1.0,417,137,15,0,0.37170263788968827,0,8
1948 TANFL season,1.0,180,221,1,10,0.4166666666666667,0,30
2002 Canoe Sprint European Championships,1.0,11,187,3,0,0.7272727272727273,1,7
Abraliopsis falco,1.0,57,34,3,1,0.631578947368421,1,1
1961 Pan Arab Games,1.0,28,31,4,3,0.6785714285714286,0,1
Apostolic Union of Secular Priests,1.0,62,14,3,1,0.4838709677419355,1,2
1728 in Norway,1.0,7,314,3,3,0.5714285714285714,1,6
Burang County,1.0,528,226,5,4,0.4375,6,6
Miguel Giménez Igualada,1.0,868,175,14,1,0.3617511520737327,18,5
A35 road (Botswana),1.0,33,14,0,0,0.48484848484848486,0,1
1968 British Grand Prix,1.0,56,188,2,4,0.48214285714285715,0,5
Fjalar and Galar,1.0,143,153,1,1,0.42657342657342656,0,2
Unique user,1.0,594,29,1,0,0.32154882154882153,1,6
Avshar Turkmen,1.0,96,229,9,1,0.4895833333333333,9,3
1998 Salem Open – Singles,1.0,66,348,2,0,0.4696969696969697,1,8
A Dog's Life (1950 film),1.0,19,173,7,3,0.6842105263157895,1,3
White Ribbon Campaign,1.0,284,41,12,1,0.4225352112676056,8,5
Black Sunday (1955),1.0,223,102,11,5,0.5964125560538116,5,2
Communications on the Northern Mariana Islands,1.0,93,31,7,3,0.6344086021505376,0,1
1962 All-Ireland Senior Football Championship Final,1.0,133,301,4,3,0.42105263157894735,3,5
"Oliver E. Diaz, Jr.",1.0,561,48,7,0,0.34402852049910876,7,8
Maya Hanoomanjee,1.0,194,25,2,1,0.4639175257731959,0,0
1976 Songpan–Pingwu earthquake,1.0,61,111,10,2,0.6065573770491803,4,2
Hayom Yom,1.0,215,168,5,1,0.4418604651162791,0,2
Aavin,1.0,369,835,13,2,0.3685636856368564,2,9
Orange swift,1.0,121,31,4,5,0.5619834710743802,0,2
Paul Faries,1.0,84,21,6,3,0.5238095238095238,0,1
2008 Afghanistan National Unity Cup,1.0,91,38,3,2,0.4175824175824176,0,10
6twenty,1.0,36,34,3,1,0.6388888888888888,3,5
Huang Hsin,1.0,39,20,8,4,0.6666666666666666,2,2
Ron Leibman,1.0,311,174,15,0,0.48231511254019294,2,5
Halat al Bahrani,1.0,19,68,5,2,0.8421052631578947,1,1
Evergreen on the Falls,1.0,107,64,7,2,0.48598130841121495,2,2
As the Cookie Crumbles,1.0,117,88,5,1,0.5726495726495726,2,2
Acinipo,1.0,231,25,5,4,0.3939393939393939,1,3
"Willoughby Bertie, 3rd Earl of Abingdon",1.0,234,54,9,4,0.44017094017094016,4,1
Africa/Tunis,1.0,26,17,6,2,0.5,0,1
Stephen H. Weiss,1.0,149,27,7,1,0.46308724832214765,4,2
Claude Kogan,1.0,342,61,13,0,0.4269005847953216,5,6
Christopher Cheboiboch,1.0,56,57,5,0,0.5,1,7
Ait Laziz,1.0,31,76,5,3,0.6451612903225806,1,1
Alphonse Calhoun Avery House,1.0,112,136,6,1,0.5446428571428571,2,1
Variable Energy Cyclotron Centre,1.0,137,66,8,2,0.5474452554744526,3,2
Alektora,1.0,32,134,6,3,0.625,2,1
1991–92 Portland Trail Blazers season,1.0,255,328,9,0,0.33725490196078434,2,18
The Funeral of Phocion,1.0,124,33,8,2,0.43548387096774194,1,3
Marco Bracci,1.0,144,40,3,0,0.5277777777777778,1,2
1984 Jordan League,1.0,15,78,3,1,0.8,0,2
"St. George Orthodox Church, Cheppad",1.0,669,44,5,3,0.3572496263079223,0,5
Marine Services Company Limited,1.0,377,126,16,6,0.46419098143236076,11,12
"Rampur, Himachal Pradesh",1.0,595,37,4,2,0.4756302521008403,2,5
Chomrieng Et Preang Tuok,1.0,42,14,4,3,0.6904761904761905,0,2
Duane Clemons,1.0,227,232,12,1,0.45374449339207046,6,1
Dighiar,1.0,712,53,6,4,0.27808988764044945,5,11
Aceria clianthi,1.0,167,39,9,1,0.3772455089820359,4,3
Cloud (music),1.0,124,40,3,1,0.5403225806451613,1,3
Maiana,1.0,413,107,12,6,0.4430992736077482,1,9
Broadgreen International School,1.0,213,108,15,1,0.49765258215962443,8,7
Jim Hilton,1.0,198,24,2,0,0.4595959595959596,1,1
Mark Blasdel,1.0,68,249,6,2,0.5588235294117647,2,1
Otto Berman,1.0,300,23,2,1,0.49,0,1
"Merak, Banten",1.0,440,45,8,0,0.42954545454545456,6,6
Agastheeswaram block,1.0,22,150,2,1,0.5454545454545454,0,1
Abiathar Peak,1.0,55,130,6,5,0.5818181818181818,3,2
Plan 9 from User Space,1.0,116,32,9,3,0.43103448275862066,0,1
Michael Registe,1.0,938,84,20,2,0.34754797441364604,17,9
Porur aeri,1.0,150,905,8,4,0.4866666666666667,2,2
"Antigua, Queensland",1.0,13,19,4,2,0.6153846153846154,1,1
Provider model,1.0,203,9,4,1,0.3842364532019704,0,1
Aijala,1.0,92,6,4,1,0.43478260869565216,0,1
Dallas Rage,1.0,181,20,7,4,0.40331491712707185,0,1
Compass FM,1.0,282,47,18,3,0.46099290780141844,3,7
Afonso Domingos,1.0,254,65,16,0,0.484251968503937,11,2
Alberta Highway 38,1.0,38,161,5,3,0.42105263157894735,1,3
Chance (Fear Itself),1.0,70,25,11,3,0.6,0,2
Category talk:Nicaraguan javelin throwers,1.0,0,24,2,7,0,0,0
Predictable (Good Charlotte song),1.0,154,98,10,1,0.42207792207792205,7,5
Battle of Korytsa,1.0,138,225,16,4,0.43478260869565216,1,1
Flying Saucers (attraction),1.0,412,136,5,1,0.3786407766990291,3,2
Korea Baduk Association,1.0,187,47,15,5,0.40106951871657753,1,3
Houlihan's,1.0,705,38,11,1,0.3843971631205674,7,5
Haim Gaifman,1.0,157,21,7,0,0.45222929936305734,0,1
1967–68 Segunda División,1.0,49,176,3,0,0.7755102040816326,0,6
Batman and Me,1.0,61,13,3,2,0.5245901639344263,0,1
1982–83 French Division 1,1.0,35,362,4,0,0.5714285714285714,1,5
Wayne Capers,1.0,96,122,8,1,0.5625,3,1
1922–23 National Challenge Cup,1.0,49,198,4,0,0.7142857142857143,1,6
Beggen,1.0,76,43,6,4,0.5,0,0
Revici's Guided Chemotherapy,1.0,131,20,9,1,0.4961832061068702,3,3
1950 Swiss motorcycle Grand Prix,1.0,30,92,0,1,0.4666666666666667,1,6
S. S. Chandran,1.0,130,46,6,2,0.49230769230769234,2,6
95 S 58-61,1.0,213,11,1,2,0.45539906103286387,0,1
Amplified Bible,1.0,1114,52,8,1,0.3249551166965889,1,8
1977 Custom Credit Australian Indoor Championships,1.0,62,90,4,1,0.6774193548387096,0,3
Afroneta tristis,1.0,19,17,3,0,0.5263157894736842,1,1
Carlo Bergonzi (luthier),1.0,225,33,6,2,0.44,1,5
"Abbott, West Virginia",1.0,10,97,5,2,0.7,1,1
M13 road (Durban),1.0,272,18,0,0,0.34558823529411764,0,2
Bahadurgunj,1.0,9,16,3,2,0.6666666666666666,0,0
Thomas J. Cahill,1.0,864,61,8,1,0.4027777777777778,4,1
Detroit International Academy for Young Women,1.0,184,101,16,1,0.47282608695652173,6,7
Friendly Islands Teachers' Association,1.0,21,16,3,3,0.5238095238095238,0,1
A Visit to Madeira,1.0,26,15,4,2,0.5769230769230769,0,3
Aacharyan,1.0,20,20,6,1,0.7,3,3
1952 Georgia Tech Yellow Jackets football team,1.0,68,204,6,2,0.5294117647058824,4,3
A Kiss in a Taxi,1.0,45,77,11,1,0.5555555555555556,5,3
AC/DC (video),1.0,32,109,2,2,0.59375,0,2
E6 European long distance path,1.0,55,45,6,0,0.509090909090909,0,2
Ankh: Heart of Osiris,1.0,51,57,6,2,0.5294117647058824,0,1
Dalea lasiathera,1.0,43,24,3,2,0.6046511627906976,1,2
1997 Cronulla-Sutherland Sharks season,1.0,34,162,2,10,0.5588235294117647,0,2
Ad-Dukhan,1.0,69,199,8,1,0.5217391304347826,5,3
Henry B. Vincent,1.0,67,42,8,0,0.47761194029850745,1,3
"Adams, Decatur County, Indiana",1.0,44,94,9,2,0.5227272727272727,4,3
Christie Davies,1.0,183,49,5,1,0.5081967213114754,5,5
Jim Barone,1.0,60,21,6,1,0.5666666666666667,1,2
1963–64 Libyan Premier League,1.0,127,136,5,0,0.4330708661417323,1,2
Mark Bradford (American football),1.0,150,25,6,0,0.44,1,3
Anthology (Anvil album),1.0,13,41,4,2,0.6153846153846154,1,3
Mullsjö AIS,1.0,36,10,2,0,0.6111111111111112,1,2
Richard von Schubert-Soldern,1.0,43,20,12,0,0.6744186046511628,1,3
West Virginia Route 28,1.0,166,103,0,3,0.3072289156626506,1,7
A. Lakshmanaswami Mudaliar,1.0,140,33,11,3,0.5071428571428571,4,2
Nestor Morales Stadium,1.0,74,15,3,2,0.43243243243243246,0,0
Unlawful Activities (Prevention) Act,1.0,332,36,8,1,0.27710843373493976,5,7
Pen Argyl Area School District,1.0,83,60,7,5,0.5903614457831325,1,3
Boundary Central Secondary School,1.0,18,12,3,2,0.6666666666666666,0,0
Bataka Squad,1.0,222,23,7,1,0.4774774774774775,4,3
Jarrius Jackson,1.0,212,62,13,1,0.49056603773584906,10,3
CamelBones,1.0,73,14,6,1,0.5068493150684932,2,2
Christian Solidarity Worldwide,1.0,202,55,11,2,0.44554455445544555,7,7
Black spine-neck swamp turtle,1.0,32,160,5,3,0.5625,6,1
William Taylor Adams,1.0,523,117,18,3,0.39961759082217974,12,31
"1,2-alpha-L-fucosidase",1.0,95,34,28,1,0.5368421052631579,0,2
Ambigol,1.0,54,19,4,1,0.5740740740740741,3,1
Protestant Unionist Party,1.0,220,174,3,1,0.41818181818181815,1,1
Cross-covariance,1.0,439,47,5,1,0.2847380410022779,0,7
Unstrange Minds,1.0,163,231,11,2,0.4662576687116564,0,2
Beijing Dance Academy,1.0,126,188,7,3,0.5158730158730159,0,2
"Bhuli, India",1.0,342,189,17,2,0.4093567251461988,13,8
Luccombe Chine,1.0,209,39,4,2,0.4688995215311005,1,2
Context-sensitive help,1.0,221,23,4,2,0.37104072398190047,0,0
Renal chloride reabsorption,1.0,31,136,2,0,0.6129032258064516,3,2
Baga languages,1.0,83,24,5,1,0.43373493975903615,1,3
Basilique Marie-Reine-des-Apôtres,1.0,73,20,6,3,0.4794520547945205,2,1
30 Something (song),1.0,81,170,5,2,0.5555555555555556,0,2
Treaty of Vienna (1606),1.0,174,151,3,22,0.3850574712643678,0,2
GABRR1,1.0,65,171,89,2,0.5076923076923077,3,5
Robert Laurenson Dashiell Davidson,1.0,186,21,1,0,0.3978494623655914,0,6
Country of the Deaf,1.0,54,30,5,2,0.5740740740740741,1,3
Colonel John Stuart House,1.0,105,94,11,2,0.47619047619047616,5,2
PNNM,1.0,36,16,7,3,0.5555555555555556,0,0
Libertarian civil disobedience in the United States,1.0,278,42,11,0,0.5251798561151079,11,2
Rawannawi,1.0,50,12,3,1,0.54,0,2
Oracionista,1.0,82,9,2,1,0.43902439024390244,0,2
Bass Festival,1.0,62,91,6,2,0.5,0,0
"Armour Hills, Kansas City, Missouri",1.0,127,25,6,2,0.5039370078740157,2,3
Powder Mountain (British Columbia),1.0,53,220,7,1,0.5094339622641509,1,3
Coupe D.O.M.,1.0,129,204,9,0,0.3643410852713178,1,5
22Cans,1.0,101,33,17,0,0.5346534653465347,6,3
Puducherry Police,1.0,166,156,8,2,0.42771084337349397,5,6
Alan Boss,1.0,181,46,17,4,0.5027624309392266,2,6
Special Operations Group (UNSOG),1.0,342,22,5,0,0.4649122807017544,5,2
Sree Narayana Gurukulam College of Engineering,1.0,547,379,4,9,0.4186471663619744,0,18
Gihwa,1.0,236,405,8,2,0.461864406779661,1,3
Kirk Norcross,1.0,318,106,10,0,0.4056603773584906,7,3
Tlatoani,1.0,367,60,10,0,0.3760217983651226,4,5
2008 UCI Mountain Bike World Cup,1.0,20,132,1,3,0.75,0,5
Rigvedic dialogue hymns,1.0,80,74,2,1,0.4625,0,1
1949 All-Ireland Minor Hurling Championship,1.0,37,101,2,0,0.4864864864864865,0,1
Gord Mark,1.0,52,23,5,0,0.6346153846153846,1,2
Farrer Football League,1.0,260,164,3,0,0.3269230769230769,0,21
Afzelia,1.0,155,40,4,2,0.3935483870967742,1,3
"International Indian School, Dammam",1.0,492,118,3,2,0.4573170731707317,0,3
War of the Monster Trucks,1.0,209,20,4,0,0.4449760765550239,3,1
"Dominic Hubbard, 6th Baron Addington",1.0,164,497,15,1,0.5426829268292683,3,6
ABM Air,1.0,65,17,4,2,0.5076923076923077,1,3
At the Movies (Australian TV series),1.0,281,64,13,0,0.41637010676156583,9,6
Florida State Road 189,1.0,374,83,7,4,0.3315508021390374,6,9
Fisherman's Gat,1.0,164,7,2,1,0.3780487804878049,1,1
Jerry Hobbs,1.0,284,55,7,0,0.41901408450704225,2,6
1981 LPGA Championship,1.0,45,82,3,0,0.5555555555555556,0,2
Geography of San Marino,1.0,112,95,5,4,0.5178571428571429,0,1
Roman Catholic Diocese of Macau,1.0,171,44,7,0,0.49707602339181284,0,3
2008 Vilnius NATO meeting,1.0,79,10,2,0,0.46835443037974683,0,1
Paul Manning (ice hockey),1.0,81,36,11,1,0.6049382716049383,1,3
"Indian general election, 2009 (Andhra Pradesh)",1.0,173,268,5,5,0.3699421965317919,0,5
Lymphoepithelioma-like carcinoma,1.0,125,31,6,1,0.496,4,2
Royal Union of Belgian Radio Amateurs,1.0,299,38,6,2,0.38461538461538464,4,3
Leonora (novel),1.0,458,39,3,1,0.43013100436681223,1,1
GenealogyJ,1.0,45,83,5,3,0.5333333333333333,2,2
British NVC community H1,1.0,84,50,1,0,0.4523809523809524,0,5
Cassillis railway station,1.0,88,42,5,3,0.5113636363636364,1,4
"Hugh S. Cumming, Jr.",1.0,188,24,5,2,0.3670212765957447,0,3
Ngudzeni,1.0,29,71,5,1,0.6206896551724138,0,1
Battle of Blarathon,1.0,173,66,5,3,0.4797687861271676,2,3
Callington Mill,1.0,1045,183,9,11,0.3167464114832536,20,8
Odd Jobs (webcomic),1.0,258,17,5,1,0.49224806201550386,1,3
Vincent L. Broderick,1.0,180,20,3,1,0.4388888888888889,0,1
Lionchu,1.0,197,68,10,1,0.39086294416243655,4,6
Australian National Academy of Music,1.0,357,44,8,0,0.3865546218487395,4,5
Boom Boom (1936 film),1.0,243,31,8,4,0.37448559670781895,1,3
Pope Cosmas I of Alexandria,1.0,100,242,6,3,0.47,1,1
IPTF 14atg,1.0,159,44,16,3,0.44025157232704404,5,3
The Husband of the Rat's Daughter,1.0,193,22,5,0,0.32642487046632124,1,5
Agrifirm,1.0,592,54,5,5,0.3310810810810811,0,9
Eadbald of Lindsey,1.0,31,16,3,2,0.4838709677419355,2,1
Fetish photographer,1.0,449,55,4,0,0.45657015590200445,4,2
Kalidou Cissokho,1.0,62,103,15,4,0.6129032258064516,8,6
Flex print,1.0,49,14,7,3,0.6326530612244898,0,0
Russian Legion (paintball team),1.0,312,59,7,0,0.3974358974358974,1,8
Sonning Bishop's Palace,1.0,218,28,6,1,0.44954128440366975,2,2
Abdullah II Al-Sabah,1.0,88,21,1,1,0.5227272727272727,0,2
Elwood Brown,1.0,107,51,9,4,0.5046728971962616,3,3
All I Really Want for Christmas,1.0,97,64,6,2,0.4536082474226804,2,5
Admissible evidence,1.0,380,83,4,2,0.3684210526315789,0,3
"Puss/Oh, the Guilt",1.0,206,164,9,2,0.4223300970873786,3,3
2003 MuchMusic Video Awards,1.0,30,203,7,2,0.7666666666666667,1,21
Georges Nicolas Djone,1.0,44,20,11,2,0.6818181818181818,1,2
Students for a Libertarian Society,1.0,518,86,4,0,0.43822393822393824,1,6
Bixby Medical Center,1.0,18,27,6,2,0.6111111111111112,0,1
"Indian presidential election, 1982",1.0,79,35,3,2,0.5316455696202531,2,2
36C,1.0,118,36,5,1,0.5084745762711864,3,3
Internationale Bauausstellung,1.0,31,36,4,0,0.5806451612903226,2,6
Caldwell Priory,1.0,1567,87,6,1,0.30695596681557114,3,13
Diodorus of Aspendus,1.0,44,46,3,0,0.5,0,1
Abdie stone,1.0,89,71,2,0,0.5056179775280899,2,3
A482 road,1.0,89,234,7,9,0.5168539325842697,0,5
The Last Man on Planet Earth,1.0,215,42,9,2,0.42790697674418604,0,7
Fossilworks,1.0,67,9,3,0,0.47761194029850745,1,3
2005 United States federal budget,1.0,57,58,7,1,0.5263157894736842,3,2
Parque (Santurce),1.0,93,22,4,4,0.46236559139784944,1,1
AutoCollage 2008,1.0,117,268,8,1,0.4700854700854701,1,2
Chimid Balzanov,1.0,49,2,0,0,0.5102040816326531,0,0
1932 in philosophy,1.0,3,65,2,0,0.6666666666666666,1,7
An Elementary Treatise on Electricity,1.0,32,8,4,1,0.46875,0,2
La‘l wa Sar Jangal District,1.0,1146,491,8,1,0.36300174520069806,2,11
Amite River,1.0,82,41,11,2,0.43902439024390244,4,3
A Marked Man,1.0,25,133,5,2,0.6,1,5
Bye and Bye,1.0,102,187,5,1,0.49019607843137253,0,2
All the Great Hits (Diana Ross album),1.0,197,143,2,1,0.4213197969543147,1,6
1885–86 in English football,1.0,61,186,5,0,0.5901639344262295,0,5
A Dipset X-Mas,1.0,32,73,6,3,0.5625,1,3
Alphablocks,1.0,141,61,7,0,0.45390070921985815,1,11
"Bartolomé Masó, Cuba",1.0,96,56,10,5,0.5208333333333334,3,6
Schoenflies notation,1.0,494,45,1,0,0.29959514170040485,0,7
1 Journal Square,1.0,131,14,9,0,0.48854961832061067,3,3
Asilomar Conference Grounds,1.0,544,137,15,10,0.40808823529411764,11,7
Aechmea cathcartii,1.0,27,29,4,0,0.5185185185185185,3,1
Kranti Trivedi,1.0,492,24,7,0,0.45121951219512196,1,3
40 West 4th Centre,1.0,53,9,4,1,0.4528301886792453,0,2
July 2028 lunar eclipse,1.0,11,318,6,23,0.7272727272727273,1,7
Coat of arms of Bytom,1.0,80,32,2,3,0.5125,0,0
Goa Professional League,1.0,613,307,8,1,0.3278955954323002,0,7
Kapnobatai,1.0,86,136,3,0,0.4069767441860465,1,2
Balagokulam,1.0,90,100,4,1,0.43333333333333335,0,1
Tupapa Site,1.0,86,92,6,2,0.5,2,2
Ain't Nuthin' in the World,1.0,46,71,7,2,0.5,4,5
Glory to God,1.0,330,28,4,0,0.3242424242424242,2,5
Astereognosis,1.0,270,262,8,1,0.4,2,2
1958 Green Bay Packers season,1.0,230,355,13,1,0.5347826086956522,3,10
A Coffin for the Sheriff,1.0,78,57,4,3,0.5128205128205128,0,6
Hugo Évora,1.0,46,24,5,0,0.6521739130434783,0,1
3D Dotty,1.0,143,19,4,3,0.4125874125874126,0,1
"Ambohimandroso, Antanifotsy",1.0,110,117,6,3,0.509090909090909,2,1
Claudio Canaparo,1.0,652,47,31,1,0.3803680981595092,0,6
Unitarian Church of Urbana,1.0,94,97,9,5,0.44680851063829785,2,3
Acushnet River,1.0,689,49,6,2,0.3599419448476052,2,7
Lau'agae Ridge Quarry,1.0,88,93,5,2,0.5113636363636364,2,2
7th Tir Arena,1.0,30,14,3,0,0.6666666666666666,1,2
Al Etisalat,1.0,43,80,4,4,0.6511627906976745,0,2
1987–88 OHL season,1.0,32,121,2,0,0.6875,0,8
1976 Coupe de France Final,1.0,48,292,7,2,0.6458333333333334,0,3
Kangerluk,1.0,48,103,3,4,0.5833333333333334,2,2
Pope Damian of Alexandria,1.0,350,277,4,1,0.4257142857142857,2,3
Celestion,1.0,640,37,6,3,0.378125,2,5
1939–40 Nationalliga,1.0,22,201,3,1,0.6363636363636364,0,3
1957 in anime,1.0,6,132,4,2,0.5,0,1
Aaadonta fuscozonata fuscozonata,1.0,67,37,4,0,0.5223880597014925,2,1
Albinykus,1.0,227,44,6,3,0.43171806167400884,1,1
East Craigs,1.0,575,179,5,3,0.3843478260869565,0,2
Banff Bridge railway station,1.0,48,20,3,2,0.5,2,1
Selina Napa,1.0,53,12,5,0,0.4528301886792453,3,1
Yosihiko H. Sinoto,1.0,264,83,23,2,0.4659090909090909,8,5
Carmen de Prodicione Guenonis,1.0,109,8,2,0,0.44036697247706424,0,2
Havemeyer Hall,1.0,226,81,4,1,0.5309734513274337,1,3
Menkheperre,1.0,151,47,4,3,0.4768211920529801,2,3
Sam Akromah,1.0,89,19,5,1,0.5280898876404494,1,2
Akurdet Subregion,1.0,28,78,5,2,0.6071428571428571,0,1
Bahadurpura (Assembly constituency),1.0,33,16,4,3,0.6363636363636364,0,1
Monastero di Santa Chiara (Borgo Maggiore),1.0,31,14,5,1,0.5806451612903226,0,0
Army Public College of Management Sciences,1.0,136,138,7,2,0.375,2,6
IF Finströms Kamraterna,1.0,77,13,4,4,0.4675324675324675,0,1
Academy maniacs,1.0,192,11,4,1,0.5104166666666666,0,2
1998 Prokom Polish Open,1.0,61,215,5,3,0.6557377049180327,0,3
June 1973 lunar eclipse,1.0,10,37,4,19,0.8,1,7
Easyday,1.0,1261,183,45,0,0.38620142743854086,43,13
Aspurgiani,1.0,140,30,4,2,0.5642857142857143,0,1
Commendation for Gallantry,1.0,504,100,8,68,0.3611111111111111,3,6
John Elliot (railway manager),1.0,231,77,14,3,0.45454545454545453,8,2
John Malish Dujuk,1.0,21,10,6,3,0.5714285714285714,1,1
Cesar Corrales,1.0,188,46,11,3,0.4627659574468085,6,6
18D,1.0,2236,705,28,14,0.30366726296958857,22,20
Vernon Ahmadjian,1.0,166,43,11,0,0.536144578313253,2,5
Greg Ira,1.0,281,40,20,1,0.4697508896797153,9,5
Al Masafi,1.0,48,90,9,4,0.6041666666666666,3,3
Battlement Mesa Forest Reserve,1.0,76,13,4,1,0.5131578947368421,1,2
